slug,title,state,region,type,badge,rating,reviewCount,minPrice,lat,lng
papanasanathar-temple,"Papanasanathar Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.7,15523,900,8.71333333,77.40583333
srivilliputhur-andal-temple,"Srivilliputhur Andal Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.5,5207,900,9.50888889,77.63222222
thyagaraja-temple-tiruvottiyur,"Thyagaraja Temple, Tiruvottiyur",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.3,9409,900,13.15,80.3
moovar-koil,"Moovar Koil",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.2,1839,900,10.541666666,78.519166666
sri-devaadi-raja-perumal-temple,"Sri Devaadi Raja Perumal Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.1,18353,900,11.6,79.33
sundaravarada-perumal-temple,"Sundaravarada Perumal Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.3,19917,900,12.61472222,79.755
odhanavaneswarar-temple-tiruchotruturai,"Odhanavaneswarar Temple, Tiruchotruturai",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.5,11123,900,10.87555556,79.13777778
agniswarar-temple-kanjanur,"Agniswarar Temple, Kanjanur",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.3,7982,900,11.06583333,79.49583333
vettuvan-koil,"Vettuvan Koil",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.3,4968,900,9.1529512,77.7043968
bhaktavatsala-perumal-temple-thirunindravur,"Bhaktavatsala Perumal Temple, Thirunindravur",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.6,6324,900,13.11138889,80.02611111
panchavarnaswamy-temple,"Panchavarnaswamy Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.7,2446,900,10.36666667,78.85
veeraraghava-swamy-temple,"Veeraraghava Swamy Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.8,7670,900,13.14305556,79.90694444
eri-katha-ramar-temple,"Eri-Katha Ramar Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.6,6438,900,12.48638889,79.89111111
tirumaanturai,"Tirumaanturai",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.3,20812,900,10.85,78.85
thiruvadigai-temple-panruti,"Thiruvadigai Temple, Panruti",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.3,3035,900,11.46,79.33
atulya-nadheswarar-temple,"Atulya Nadheswarar Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.8,3792,900,11.97444444,79.22027778
poondi-madha-basilica,"Poondi Madha Basilica",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.2,21024,900,10.86111111,78.93833333
thenupuriswarar-temple,"Thenupuriswarar Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.2,9884,900,10.9167,79.3333
subramaniya-swamy-temple-tiruchendur,"Subramaniya Swamy Temple, Tiruchendur",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.3,7879,900,8.49583,78.1292
thyagaraja-temple-tiruvarur,"Thyagaraja Temple, Tiruvarur",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.4,8810,900,10.7667,79.65
jalantheeswarar-temple,"Jalantheeswarar Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.3,13834,900,13.01583333,79.73694444
thalagireeshwarar-temple,"Thalagireeshwarar Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.7,5086,900,12.104166666,79.378611111
kasi-viswanathar-temple-tenkasi,"Kasi Viswanathar temple, Tenkasi",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.1,4562,900,8.95666667,77.3075
arulmigu-koniamman-temple,"Arulmigu Koniamman Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.2,15239,900,10.99333333,76.96361111
st-francis-xavier-s-cathedral-kottar,"St. Francis Xavier's Cathedral, Kottar",Tamil Nadu,Tamil Nadu,heritage,Popular,4.7,12362,900,8.17481,77.43869
st-george-s-cathedral,"St. George's Cathedral",Tamil Nadu,Tamil Nadu,heritage,Popular,4.4,3005,900,13.052138,80.252898
patalathri-narasimhar-temple,"Patalathri Narasimhar Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.5,14721,900,12.76194444,80.00416667
pundarikakshan-perumal-temple,"Pundarikakshan Perumal Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.2,4131,900,10.49,78.41
point-calimere-wildlife-and-bird-sanctuary,"Point Calimere Wildlife and Bird Sanctuary",Tamil Nadu,Tamil Nadu,wildlife,Popular,4.7,10311,2500,10.31,79.86
vaduvoor-bird-sanctuary,"Vaduvoor Bird Sanctuary",Tamil Nadu,Tamil Nadu,wildlife,Popular,4.7,17621,2500,10.6989,79.3225
agasthiyar-falls,"Agasthiyar Falls",Tamil Nadu,Tamil Nadu,heritage,Popular,4.5,17900,900,8.704166666,77.365277777
namakkal-fort,"Namakkal Fort",Tamil Nadu,Tamil Nadu,heritage,Popular,4.4,19957,900,11.233333,78.166667
alamparai-fort,"Alamparai Fort",Tamil Nadu,Tamil Nadu,heritage,Popular,4.4,8864,900,12.2659,80.0101
thirumayam-fort,"Thirumayam Fort",Tamil Nadu,Tamil Nadu,heritage,Popular,4.5,20652,900,10.2471,78.7508
thirukkadigai,"Thirukkadigai",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.7,16429,900,13.07,79.25
thiruppathisaram,"Thiruppathisaram",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.5,5377,900,8.20806,77.4475
thiruppullani,"Thiruppullani",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.5,2526,900,9.288498,78.834457
mahendrapalli-tirumeni-azhagar-temple,"Mahendrapalli Tirumeni Azhagar Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.6,19748,900,11.363611111,79.793333333
vedapureeswarar-temple,"Vedapureeswarar Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.6,5840,900,12.39,79.32
chandra-choodeswarar-temple-hosur,"Chandra Choodeswarar Temple, Hosur",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.4,11067,900,12.7257938,77.8363817
anna-nagar-ayyappan-koil-chennai,"Anna Nagar Ayyappan Koil, Chennai",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.8,3771,900,13.085,80.21305556
tiruvaikavur-temple,"Tiruvaikavur Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.2,5371,900,10.9667,79.2667
uthirakosamangai,"Uthirakosamangai",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.4,18929,900,9.31667,78.7333
vaithamanidhi-perumal-temple,"Vaithamanidhi Perumal Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.1,7462,900,8.59667,77.9578
eachanari-vinayagar-temple,"Eachanari Vinayagar Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.3,3256,900,10.9167,76.9833
rahu-stalam,"Rahu Stalam",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.8,13735,900,10.96666667,79.45
kasi-viswanathar-temple-sivakasi,"Kasi Viswanathar temple, Sivakasi",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.5,13870,900,9.45027778,77.79555556
thiruporur-kandaswamy-temple,"Thiruporur Kandaswamy temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.7,9666,900,12.72527778,80.18888889
sattainathar-temple-sirkazhi,"Sattainathar Temple, Sirkazhi",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.5,16094,900,11.23333333,79.73333333
sikkal-singaravelan-temple,"Sikkal Singaravelan Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.2,10373,900,10.756651,79.798685
sri-sivalokanathar-temple-tirupunkur,"Sri Sivalokanathar Temple, Tirupunkur",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.4,8071,900,11.13055556,79.79
sri-srinivasa-perumal-temple-tirukulandhai,"Sri Srinivasa Perumal Temple, Tirukulandhai",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.6,18048,900,8.64806,77.9992
srivaikuntanathan-permual-temple,"Srivaikuntanathan Permual Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.8,14100,900,8.61667,77.9333
pasupateeswarar-temple-karur,"Pasupateeswarar Temple, Karur",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.5,12933,900,10.95,78.08333333
thirumuruganatheeswar-temple,"Thirumuruganatheeswar Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.7,12001,900,11.165,77.31138889
avudaiyarkoil,"Avudaiyarkoil",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.5,17290,900,10.073055555,79.04
brahmapureeswarar-temple-thirukkuvalai,"Brahmapureeswarar Temple, Thirukkuvalai",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.3,2396,900,10.61666667,79.71666667
mayuranathaswami-temple-mayiladuthurai,"Mayuranathaswami Temple, Mayiladuthurai",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.4,18298,900,11,79
ponsei-natrunaiyappar-temple,"Ponsei Natrunaiyappar Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.8,9662,900,11.1307,79.7596
thindal-murugan-temple,"Thindal Murugan Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.6,15009,900,11.3189799,77.6751482
thirumakaraleeswarar-temple,"Thirumakaraleeswarar Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.3,5946,900,12.71833333,79.75472222
shanmughanathar-temple-kunnakudi,"Shanmughanathar Temple, Kunnakudi",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.4,12934,900,10.115,78.69916667
pushpavaneswarar-temple,"Pushpavaneswarar temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.3,15799,900,9.82694444,78.25666667
amirthakadeswarar-temple-sakkottai,"Amirthakadeswarar Temple, Sakkottai",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.1,3511,900,10.93530278,79.39983333
pushpavananathar-temple-tiruppoonturutti,"Pushpavananathar Temple, Tiruppoonturutti",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.5,15616,900,10.86055556,79.07944444
koneswarar-temple-kudavasal,"Koneswarar Temple, Kudavasal",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.5,7756,900,10.85805556,79.48222222
nadutariappar-temple,"Nadutariappar Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.3,13246,900,10.70472222,79.69666667
rajagopalaswamy-temple-mannargudi,"Rajagopalaswamy Temple, Mannargudi",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.7,8830,900,10.66694444,79.44222222
thirukutralam,"Thirukutralam",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.4,3960,900,8.92917,77.2692
prananadeswarar-temple,"Prananadeswarar Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.6,10616,900,11.02416667,79.47055556
erumbeeswarar-temple,"Erumbeeswarar Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.3,12766,900,10.79277778,78.7675
vekkali-amman-temple,"Vekkali Amman Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.4,15412,900,10.839,78.67
vaseeswarar-temple,"Vaseeswarar Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.5,13821,900,13.14083333,79.87611111
tiruppukkozhiyur,"Tiruppukkozhiyur",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.5,4941,900,11.1833,77.2667
vedapureeswarar-temple-thiruverkadu,"Vedapureeswarar Temple, Thiruverkadu",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.2,2944,900,13.07138889,80.11472222
vedagiriswarar-temple,"Vedagiriswarar temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.5,10190,900,12.6067,80.0625
apatsahayesvarar-temple-alangudi,"Apatsahayesvarar Temple, Alangudi",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.8,7537,900,10.36666667,78.96666667
chenraya-perumal-temple,"Chenraya Perumal Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.6,19397,900,12.074774,78.119289
padikasu-nathar-temple,"Padikasu Nathar Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.7,2977,900,10.93025556,79.42951667
pasupatiswarar-temple,"Pasupatiswarar Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.6,14395,900,11.11666667,79.51666667
thiruvali-thirunagari,"Thiruvali-Thirunagari",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.8,8113,900,11.2256,79.7994
thiruvanthipuram-temple,"Thiruvanthipuram temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.2,7542,900,11.7448,79.709
thirukumaresar-temple,"Thirukumaresar temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.6,19874,900,11.42388889,79.34777778
tirutalinathar-temple,"Tirutalinathar Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.8,17307,900,10.111666666,78.6025
sudarkozhundeeswarar-temple-pennadam,"Sudarkozhundeeswarar Temple, Pennadam",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.2,20885,900,11.4025,79.25666667
avanibhajana-pallaveshwaram-temple,"Avanibhajana Pallaveshwaram temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.2,2426,900,12.43111111,79.46638889
nithyakalyana-perumal-temple,"Nithyakalyana Perumal temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.2,7698,900,12.763364968,80.241908596
arasaleeswarar-temple,"Arasaleeswarar temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.2,18183,900,12.0525,79.77277778
nehanurpatti,"Nehanurpatti",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.6,17517,900,12.28734,79.444885
vilwanatheswarar-temple,"Vilwanatheswarar temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.4,8830,900,12.98472222,79.26638889
innambur-ezhutharinathar-temple,"Innambur Ezhutharinathar Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.3,16749,900,10.98166667,79.33888889
sakshinatheswarar-temple-thiruppurambiyam,"Sakshinatheswarar Temple, Thiruppurambiyam.",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.5,12820,900,10.48333333,78.68333333
amirthakadeswarar-temple,"Amirthakadeswarar Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.5,13678,900,11.236737,79.52706
thirumalapadi-siva-temple,"Thirumalapadi Siva Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.7,12662,900,10.89944444,79.05833333
abirameswarar-temple,"Abirameswarar temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.5,1854,900,11.96763889,79.46569444
marundeeswarar-temple-t-edayar,"Marundeeswarar Temple, T. Edayar",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.3,10403,900,11.89305556,79.33666667
sivalokanathar-temple-gramam,"Sivalokanathar temple, Gramam",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.6,14599,900,11.85,79.40444444
chandramouleeswar-temple-thiruvakkarai,"Chandramouleeswar temple, Thiruvakkarai",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.3,4527,900,12.02777778,79.65222222
bhaktajaneswarar-temple,"Bhaktajaneswarar temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.2,19623,900,11.75875,79.39875
kasi-viswanathar-temple-kumbakonam,"Kasi Viswanathar Temple, Kumbakonam",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.4,2747,900,10.98333333,79.36666667
sangameswarar-temple,"Sangameswarar Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.3,20744,900,11.433611111,77.682777777
sri-vadaranyeswarar-temple,"Sri Vadaranyeswarar Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.1,16140,900,13.13,79.775
ninra-narayana-perumal-temple,"Ninra Narayana Perumal temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.6,10197,900,9.481,77.813
kazheesirama-vinnagaram,"Kazheesirama Vinnagaram",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.2,18288,900,11.11,79.43
bhu-varaha-swamy-temple,"Bhu Varaha Swamy temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.2,4357,900,11.4019,79.4053
makara-nedunkuzhai-kannan-temple,"Makara Nedunkuzhai Kannan Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.5,12843,900,8.61055556,78.00138889
adhirangam-ranganathaswamy-temple,"Adhirangam Ranganathaswamy temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.2,20560,900,12.00277778,79.06166667
katary-falls,"Katary Falls",Tamil Nadu,Tamil Nadu,heritage,Popular,4.8,14906,900,11.338032,76.736777
chitrangudi-bird-sanctuary,"Chitrangudi Bird Sanctuary",Tamil Nadu,Tamil Nadu,wildlife,Popular,4.4,13986,2500,9.32277778,78.48666667
vallanadu-wildlife-sanctuary,"Vallanadu Wildlife Sanctuary",Tamil Nadu,Tamil Nadu,wildlife,Popular,4.7,20439,2500,8.7011,77.8876
vellode-birds-sanctuary,"Vellode Birds Sanctuary",Tamil Nadu,Tamil Nadu,wildlife,Popular,4.5,9669,2500,11.2525,77.6522
fort-vijf-sinnen,"Fort Vijf Sinnen",Tamil Nadu,Tamil Nadu,heritage,Popular,4.5,2760,900,10.75,79.8333
sankagiri-fort,"Sankagiri Fort",Tamil Nadu,Tamil Nadu,heritage,Popular,4.3,13847,900,11.77,78.203
thiruppunavayil,"Thiruppunavayil",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.5,17238,900,9.89417,79.0636
vriddhagiriswarar-temple-vriddhachalam,"Vriddhagiriswarar Temple, Vriddhachalam",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.4,10219,900,11.3,79.2
thiruchuzhial,"Thiruchuzhial",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.4,11132,900,9.7,78.483
achalpuram-shivalokathyagar-temple,"Achalpuram Shivalokathyagar Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.5,9873,900,11.329,79.755689
tirunellikka-nellivananathar-temple,"Tirunellikka Nellivananathar Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.2,19147,900,10.653333333,79.632777777
tiruppaatrurai-adhimooleswarar-temple,"Tiruppaatrurai Adhimooleswarar Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.5,14303,900,10.84583333,78.76916667
dandeeswarar-temple,"Dandeeswarar Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.8,3594,900,12.84611111,80.06472222
koothanur-maha-saraswathi-temple,"Koothanur Maha Saraswathi Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.1,15070,900,10.933186,79.645662
mondaicaud-bhagavathi-temple,"Mondaicaud Bhagavathi Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.4,20932,900,8.16326,77.280153
mudikondan-kothandaramar-temple,"Mudikondan Kothandaramar Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.5,4547,900,10.9025,79.64327778
nagannathaswamy-temple-keezhaperumpallam,"Nagannathaswamy Temple, Keezhaperumpallam",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.3,18734,900,11.1351,79.8353
narasingam-yoga-narasimha-perumal-temple,"Narasingam Yoga Narasimha Perumal Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.3,3041,900,9.96682,78.1889
paampuranathar-temple-thirupampuram,"Paampuranathar Temple, Thirupampuram",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.4,15390,900,10.95,79.61666667
edaganathar-temple,"Edaganathar temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.6,6623,900,9.59,77.59
vandiyur-mariamman-temple,"Vandiyur Mariamman Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.1,2789,900,9.910348864,78.147863759
agnipureeswarar-temple-thirupugalur,"Agnipureeswarar Temple, Thirupugalur",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.3,9758,900,10.88472222,79.70305556
someswarar-temple-pazhayarai,"Someswarar Temple, Pazhayarai",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.1,3793,900,10.63333333,79.23333333
sri-venkatesa-perumal-temple-melathiruppathi-mondipalayam,"Sri Venkatesa Perumal Temple (Melathiruppathi) – Mondipalayam",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.4,2406,900,11.2942,77.1647
keezhvelur-kediliappar-temple,"Keezhvelur Kediliappar Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.4,7946,900,10.767574,79.740495
swamithope-pathi,"Swamithope Pathi",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.7,1884,900,8.11705,77.4913
ithiyapuram-kaavu,"Ithiyapuram kaavu",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.4,3715,900,8.3076,77.221785
thanthondreeswarar-temple,"Thanthondreeswarar Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.2,7718,900,11.7075,78.404166666
amritaghateswarar-abirami-temple-thirukkadaiyur,"Amritaghateswarar-Abirami Temple,Thirukkadaiyur",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.3,8414,900,11.0775,79.81833333
swetharanyeswarar-temple,"Swetharanyeswarar Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.6,19753,900,11.1753,79.8094
agastheeswarar-temple,"Agastheeswarar Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.7,7079,900,10.35777778,79.84666667
soundararajaperumal-temple-thadikombu,"Soundararajaperumal Temple, Thadikombu",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.8,5808,900,10.43972222,77.95388889
vallakottai-subramaniyaswami-temple,"Vallakottai Subramaniyaswami temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.2,9880,900,12.88361111,79.93333333
adikesava-perumal-temple-sriperumpudur,"Adikesava Perumal temple, Sriperumpudur",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.4,8823,900,12.96833333,79.94861111
sowmya-narayana-perumal-temple,"Sowmya Narayana Perumal temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.1,7455,900,10.06083333,78.56
chakravageswarar-temple,"Chakravageswarar Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.5,9872,900,10.90194444,79.19916667
piranmalai-kodunkundreeswar-temple,"Piranmalai Kodunkundreeswar Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.7,7788,900,10.23861111,78.43694444
punnainallur-mariamman,"Punnainallur Mariamman",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.6,9255,900,10.785319,79.189593
bhaktavatsala-perumal-temple,"Bhaktavatsala Perumal Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.5,16418,900,10.79944444,79.58694444
tirucherai-saranathan-temple,"Tirucherai Saranathan Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.7,18045,900,10.9322,79.5328
valisvara-temple,"Valisvara Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.7,4243,900,8.739611111,77.439888888
suyambulingaswamy-temple-uvari,"Suyambulingaswamy Temple, Uvari",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.6,16766,900,8.286111111,77.899166666
anjaneya-temple-nanganallur,"Anjaneya Temple, Nanganallur",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.7,10804,900,12.986276,80.194308
jakath-rakshaka-perumal-temple-thirukkoodaloor,"Jakath Rakshaka Perumal Temple, Thirukkoodaloor.",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.5,14549,900,10.99055556,79.66944444
mel-sithamur-jain-math,"Mel Sithamur Jain Math",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.6,12933,900,12.26972222,79.51416667
oondreswarar-temple,"Oondreswarar Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.2,2293,900,13.20805556,79.87861111
choleesvarar-temple-mulanur,"Choleesvarar Temple, Mulanur",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.3,15043,900,10.796545,77.710445
uthanda-velayudhasamy-temple-uthiyur,"Uthanda VelayudhaSamy Temple, Uthiyur",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.5,17052,900,10.892083333,77.524638888
bannari-amman-temple,"Bannari Amman Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.2,18798,900,11.552847,77.139363
kaliyuga-varadaraja-perumal-temple,"Kaliyuga Varadaraja Perumal Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.5,15080,900,11.15036111,79.11993056
palaivananathar-temple,"Palaivananathar Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.1,13851,900,10.93333333,79.28333333
parimala-ranganatha-perumal-temple,"Parimala Ranganatha Perumal Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.7,3840,900,11.10944444,79.64722222
venjamakoodal,"Venjamakoodal",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.7,15716,900,11.1833,77.6833
kolanjiappar-temple,"Kolanjiappar Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.4,3924,900,11.52194444,79.29972222
akshayapureeswarar-temple,"Akshayapureeswarar Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.8,10931,900,10.1981099,79.2197236
ranganathaswamy-temple-karamadai,"Ranganathaswamy Temple, Karamadai",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.2,20402,900,11.24222222,76.96027778
narthana-vallabeswarar-temple,"Narthana Vallabeswarar temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.7,10285,900,11.41583333,79.47722222
basilica-of-our-lady-of-the-holy-rosary-karumathampatti,"Basilica of Our Lady of the Holy Rosary, Karumathampatti",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.3,8452,900,11.108485,77.182178
dalavanur,"Dalavanur",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.7,15589,900,12.151005,79.478474
thirumarperu,"Thirumarperu",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.5,1540,900,12.9567,79.6736
ardhanareeswarar-temple,"Ardhanareeswarar Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.6,9688,900,11.25,77.93333333
navapashanam-temple,"Navapashanam temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.7,9260,900,9.48138889,78.89861111
sivasailam-temple,"Sivasailam Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.8,8117,900,8.78111111,77.34277778
kripapureeswarar-temple,"Kripapureeswarar Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.6,16222,900,11.86027778,79.36638889
netroddharakaswami-temple,"Netroddharakaswami Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.4,1540,900,12.00777778,79.53666667
kola-valvill-ramar-temple-tiruvelliyangudi,"Kola Valvill Ramar Temple, Tiruvelliyangudi",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.3,2663,900,11.05694444,79.44333333
prasanna-venkatachalapathy-temple,"Prasanna Venkatachalapathy Temple",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.3,17148,900,10.90204722,78.56777778
jagannath-temple-chennai,"Jagannath Temple, Chennai",Tamil Nadu,Tamil Nadu,spiritual,Popular,4.8,4357,900,12.8502325,80.2435036
udayamarthandapuram-bird-sanctuary,"Udayamarthandapuram Bird Sanctuary",Tamil Nadu,Tamil Nadu,wildlife,Popular,4.7,14351,2500,10.4505,79.5545
kodaikanal-wildlife-sanctuary,"Kodaikanal Wildlife Sanctuary",Tamil Nadu,Tamil Nadu,wildlife,Popular,4.8,14411,2500,10.383333333,77.8
vettangudi-bird-sanctuary,"Vettangudi Bird Sanctuary",Tamil Nadu,Tamil Nadu,wildlife,Popular,4.3,10937,2500,10.112,78.51
