region,slug,title,state,type,rating,minPrice
Tamil Nadu,arasaleeswarar-temple,"Arasaleeswarar temple",Tamil Nadu,spiritual,4.2,900
Tamil Nadu,nehanurpatti,"Nehanurpatti",Tamil Nadu,spiritual,4.6,900
Tamil Nadu,vilwanatheswarar-temple,"Vilwanatheswarar temple",Tamil Nadu,spiritual,4.4,900
Tamil Nadu,innambur-ezhutharinathar-temple,"Innambur Ezhutharinathar Temple",Tamil Nadu,spiritual,4.3,900
Tamil Nadu,sakshinatheswarar-temple-thiruppurambiyam,"Sakshinatheswarar Temple, Thiruppurambiyam.",Tamil Nadu,spiritual,4.5,900
Tamil Nadu,amirthakadeswarar-temple,"Amirthakadeswarar Temple",Tamil Nadu,spiritual,4.5,900
Tamil Nadu,thirumalapadi-siva-temple,"Thirumalapadi Siva Temple",Tamil Nadu,spiritual,4.7,900
Tamil Nadu,abirameswarar-temple,"Abirameswarar temple",Tamil Nadu,spiritual,4.5,900
Tamil Nadu,marundeeswarar-temple-t-edayar,"Marundeeswarar Temple, T. Edayar",Tamil Nadu,spiritual,4.3,900
Tamil Nadu,sivalokanathar-temple-gramam,"Sivalokanathar temple, Gramam",Tamil Nadu,spiritual,4.6,900
Tamil Nadu,chandramouleeswar-temple-thiruvakkarai,"Chandramouleeswar temple, Thiruvakkarai",Tamil Nadu,spiritual,4.3,900
Tamil Nadu,bhaktajaneswarar-temple,"Bhaktajaneswarar temple",Tamil Nadu,spiritual,4.2,900
Tamil Nadu,kasi-viswanathar-temple-kumbakonam,"Kasi Viswanathar Temple, Kumbakonam",Tamil Nadu,spiritual,4.4,900
Tamil Nadu,sangameswarar-temple,"Sangameswarar Temple",Tamil Nadu,spiritual,4.3,900
Tamil Nadu,sri-vadaranyeswarar-temple,"Sri Vadaranyeswarar Temple",Tamil Nadu,spiritual,4.1,900
Tamil Nadu,ninra-narayana-perumal-temple,"Ninra Narayana Perumal temple",Tamil Nadu,spiritual,4.6,900
Tamil Nadu,kazheesirama-vinnagaram,"Kazheesirama Vinnagaram",Tamil Nadu,spiritual,4.2,900
Tamil Nadu,bhu-varaha-swamy-temple,"Bhu Varaha Swamy temple",Tamil Nadu,spiritual,4.2,900
Tamil Nadu,makara-nedunkuzhai-kannan-temple,"Makara Nedunkuzhai Kannan Temple",Tamil Nadu,spiritual,4.5,900
Tamil Nadu,adhirangam-ranganathaswamy-temple,"Adhirangam Ranganathaswamy temple",Tamil Nadu,spiritual,4.2,900
Tamil Nadu,katary-falls,"Katary Falls",Tamil Nadu,heritage,4.8,900
Tamil Nadu,chitrangudi-bird-sanctuary,"Chitrangudi Bird Sanctuary",Tamil Nadu,wildlife,4.4,2500
Tamil Nadu,vallanadu-wildlife-sanctuary,"Vallanadu Wildlife Sanctuary",Tamil Nadu,wildlife,4.7,2500
Tamil Nadu,vellode-birds-sanctuary,"Vellode Birds Sanctuary",Tamil Nadu,wildlife,4.5,2500
Tamil Nadu,fort-vijf-sinnen,"Fort Vijf Sinnen",Tamil Nadu,heritage,4.5,900
Tamil Nadu,sankagiri-fort,"Sankagiri Fort",Tamil Nadu,heritage,4.3,900
Tamil Nadu,thiruppunavayil,"Thiruppunavayil",Tamil Nadu,spiritual,4.5,900
Tamil Nadu,vriddhagiriswarar-temple-vriddhachalam,"Vriddhagiriswarar Temple, Vriddhachalam",Tamil Nadu,spiritual,4.4,900
Tamil Nadu,thiruchuzhial,"Thiruchuzhial",Tamil Nadu,spiritual,4.4,900
Tamil Nadu,achalpuram-shivalokathyagar-temple,"Achalpuram Shivalokathyagar Temple",Tamil Nadu,spiritual,4.5,900
Tamil Nadu,tirunellikka-nellivananathar-temple,"Tirunellikka Nellivananathar Temple",Tamil Nadu,spiritual,4.2,900
Tamil Nadu,tiruppaatrurai-adhimooleswarar-temple,"Tiruppaatrurai Adhimooleswarar Temple",Tamil Nadu,spiritual,4.5,900
Tamil Nadu,dandeeswarar-temple,"Dandeeswarar Temple",Tamil Nadu,spiritual,4.8,900
Tamil Nadu,koothanur-maha-saraswathi-temple,"Koothanur Maha Saraswathi Temple",Tamil Nadu,spiritual,4.1,900
Tamil Nadu,mondaicaud-bhagavathi-temple,"Mondaicaud Bhagavathi Temple",Tamil Nadu,spiritual,4.4,900
Tamil Nadu,mudikondan-kothandaramar-temple,"Mudikondan Kothandaramar Temple",Tamil Nadu,spiritual,4.5,900
Tamil Nadu,nagannathaswamy-temple-keezhaperumpallam,"Nagannathaswamy Temple, Keezhaperumpallam",Tamil Nadu,spiritual,4.3,900
Tamil Nadu,narasingam-yoga-narasimha-perumal-temple,"Narasingam Yoga Narasimha Perumal Temple",Tamil Nadu,spiritual,4.3,900
Tamil Nadu,paampuranathar-temple-thirupampuram,"Paampuranathar Temple, Thirupampuram",Tamil Nadu,spiritual,4.4,900
Tamil Nadu,edaganathar-temple,"Edaganathar temple",Tamil Nadu,spiritual,4.6,900
Tamil Nadu,vandiyur-mariamman-temple,"Vandiyur Mariamman Temple",Tamil Nadu,spiritual,4.1,900
Tamil Nadu,agnipureeswarar-temple-thirupugalur,"Agnipureeswarar Temple, Thirupugalur",Tamil Nadu,spiritual,4.3,900
Tamil Nadu,someswarar-temple-pazhayarai,"Someswarar Temple, Pazhayarai",Tamil Nadu,spiritual,4.1,900
Tamil Nadu,sri-venkatesa-perumal-temple-melathiruppathi-mondipalayam,"Sri Venkatesa Perumal Temple (Melathiruppathi) – Mondipalayam",Tamil Nadu,spiritual,4.4,900
Tamil Nadu,keezhvelur-kediliappar-temple,"Keezhvelur Kediliappar Temple",Tamil Nadu,spiritual,4.4,900
Tamil Nadu,swamithope-pathi,"Swamithope Pathi",Tamil Nadu,spiritual,4.7,900
Tamil Nadu,ithiyapuram-kaavu,"Ithiyapuram kaavu",Tamil Nadu,spiritual,4.4,900
Tamil Nadu,thanthondreeswarar-temple,"Thanthondreeswarar Temple",Tamil Nadu,spiritual,4.2,900
Tamil Nadu,amritaghateswarar-abirami-temple-thirukkadaiyur,"Amritaghateswarar-Abirami Temple,Thirukkadaiyur",Tamil Nadu,spiritual,4.3,900
Tamil Nadu,swetharanyeswarar-temple,"Swetharanyeswarar Temple",Tamil Nadu,spiritual,4.6,900
Tamil Nadu,agastheeswarar-temple,"Agastheeswarar Temple",Tamil Nadu,spiritual,4.7,900
Tamil Nadu,soundararajaperumal-temple-thadikombu,"Soundararajaperumal Temple, Thadikombu",Tamil Nadu,spiritual,4.8,900
Tamil Nadu,vallakottai-subramaniyaswami-temple,"Vallakottai Subramaniyaswami temple",Tamil Nadu,spiritual,4.2,900
Tamil Nadu,adikesava-perumal-temple-sriperumpudur,"Adikesava Perumal temple, Sriperumpudur",Tamil Nadu,spiritual,4.4,900
Tamil Nadu,sowmya-narayana-perumal-temple,"Sowmya Narayana Perumal temple",Tamil Nadu,spiritual,4.1,900
Tamil Nadu,chakravageswarar-temple,"Chakravageswarar Temple",Tamil Nadu,spiritual,4.5,900
Tamil Nadu,piranmalai-kodunkundreeswar-temple,"Piranmalai Kodunkundreeswar Temple",Tamil Nadu,spiritual,4.7,900
Tamil Nadu,punnainallur-mariamman,"Punnainallur Mariamman",Tamil Nadu,spiritual,4.6,900
Tamil Nadu,bhaktavatsala-perumal-temple,"Bhaktavatsala Perumal Temple",Tamil Nadu,spiritual,4.5,900
Tamil Nadu,tirucherai-saranathan-temple,"Tirucherai Saranathan Temple",Tamil Nadu,spiritual,4.7,900
Tamil Nadu,valisvara-temple,"Valisvara Temple",Tamil Nadu,spiritual,4.7,900
Tamil Nadu,suyambulingaswamy-temple-uvari,"Suyambulingaswamy Temple, Uvari",Tamil Nadu,spiritual,4.6,900
Tamil Nadu,anjaneya-temple-nanganallur,"Anjaneya Temple, Nanganallur",Tamil Nadu,spiritual,4.7,900
Tamil Nadu,jakath-rakshaka-perumal-temple-thirukkoodaloor,"Jakath Rakshaka Perumal Temple, Thirukkoodaloor.",Tamil Nadu,spiritual,4.5,900
Tamil Nadu,mel-sithamur-jain-math,"Mel Sithamur Jain Math",Tamil Nadu,spiritual,4.6,900
Tamil Nadu,oondreswarar-temple,"Oondreswarar Temple",Tamil Nadu,spiritual,4.2,900
Tamil Nadu,choleesvarar-temple-mulanur,"Choleesvarar Temple, Mulanur",Tamil Nadu,spiritual,4.3,900
Tamil Nadu,uthanda-velayudhasamy-temple-uthiyur,"Uthanda VelayudhaSamy Temple, Uthiyur",Tamil Nadu,spiritual,4.5,900
Tamil Nadu,bannari-amman-temple,"Bannari Amman Temple",Tamil Nadu,spiritual,4.2,900
Tamil Nadu,kaliyuga-varadaraja-perumal-temple,"Kaliyuga Varadaraja Perumal Temple",Tamil Nadu,spiritual,4.5,900
Tamil Nadu,palaivananathar-temple,"Palaivananathar Temple",Tamil Nadu,spiritual,4.1,900
Tamil Nadu,parimala-ranganatha-perumal-temple,"Parimala Ranganatha Perumal Temple",Tamil Nadu,spiritual,4.7,900
Tamil Nadu,venjamakoodal,"Venjamakoodal",Tamil Nadu,spiritual,4.7,900
Tamil Nadu,kolanjiappar-temple,"Kolanjiappar Temple",Tamil Nadu,spiritual,4.4,900
Tamil Nadu,akshayapureeswarar-temple,"Akshayapureeswarar Temple",Tamil Nadu,spiritual,4.8,900
Tamil Nadu,ranganathaswamy-temple-karamadai,"Ranganathaswamy Temple, Karamadai",Tamil Nadu,spiritual,4.2,900
Tamil Nadu,narthana-vallabeswarar-temple,"Narthana Vallabeswarar temple",Tamil Nadu,spiritual,4.7,900
Tamil Nadu,basilica-of-our-lady-of-the-holy-rosary-karumathampatti,"Basilica of Our Lady of the Holy Rosary, Karumathampatti",Tamil Nadu,spiritual,4.3,900
Tamil Nadu,dalavanur,"Dalavanur",Tamil Nadu,spiritual,4.7,900
Tamil Nadu,thirumarperu,"Thirumarperu",Tamil Nadu,spiritual,4.5,900
Tamil Nadu,ardhanareeswarar-temple,"Ardhanareeswarar Temple",Tamil Nadu,spiritual,4.6,900
Tamil Nadu,navapashanam-temple,"Navapashanam temple",Tamil Nadu,spiritual,4.7,900
Tamil Nadu,sivasailam-temple,"Sivasailam Temple",Tamil Nadu,spiritual,4.8,900
Tamil Nadu,kripapureeswarar-temple,"Kripapureeswarar Temple",Tamil Nadu,spiritual,4.6,900
Tamil Nadu,netroddharakaswami-temple,"Netroddharakaswami Temple",Tamil Nadu,spiritual,4.4,900
Tamil Nadu,kola-valvill-ramar-temple-tiruvelliyangudi,"Kola Valvill Ramar Temple, Tiruvelliyangudi",Tamil Nadu,spiritual,4.3,900
Tamil Nadu,prasanna-venkatachalapathy-temple,"Prasanna Venkatachalapathy Temple",Tamil Nadu,spiritual,4.3,900
Tamil Nadu,jagannath-temple-chennai,"Jagannath Temple, Chennai",Tamil Nadu,spiritual,4.8,900
Tamil Nadu,udayamarthandapuram-bird-sanctuary,"Udayamarthandapuram Bird Sanctuary",Tamil Nadu,wildlife,4.7,2500
Tamil Nadu,kodaikanal-wildlife-sanctuary,"Kodaikanal Wildlife Sanctuary",Tamil Nadu,wildlife,4.8,2500
Tamil Nadu,vettangudi-bird-sanctuary,"Vettangudi Bird Sanctuary",Tamil Nadu,wildlife,4.3,2500
Tamil Nadu,kalhatty-falls,"Kalhatty Falls",Tamil Nadu,heritage,4.3,900
Tamil Nadu,dash-n-splash,"Dash n Splash",Tamil Nadu,heritage,4.3,900
Tamil Nadu,kurumbapatti-zoological-park,"Kurumbapatti Zoological Park",Tamil Nadu,wildlife,4.6,2500
Tamil Nadu,ranjankudi-fort,"Ranjankudi Fort",Tamil Nadu,heritage,4.7,900
Tamil Nadu,kokarneswarar-temple-thirukokarnam,"Kokarneswarar Temple, Thirukokarnam",Tamil Nadu,spiritual,4.4,900
Tamil Nadu,thiruppudaimarudur,"Thiruppudaimarudur",Tamil Nadu,spiritual,4.3,900
Tamil Nadu,anniyur-agnipureeswarar-temple,"Anniyur Agnipureeswarar Temple",Tamil Nadu,spiritual,4.4,900
Tamil Nadu,aakkoor-thanthondreeswarar-temple,"Aakkoor Thanthondreeswarar Temple",Tamil Nadu,spiritual,4.2,900
Tamil Nadu,anniyur-abathsahayeswarar-temple,"Anniyur Abathsahayeswarar Temple",Tamil Nadu,spiritual,4.5,900
Tamil Nadu,korukkai-veeratteswarar-temple,"Korukkai Veeratteswarar Temple",Tamil Nadu,spiritual,4.6,900
Tamil Nadu,tirundudevankudi-karkadeswarar-temple,"Tirundudevankudi Karkadeswarar Temple",Tamil Nadu,spiritual,4.3,900
Tamil Nadu,tirunedunkulam-nedungalanathar-temple,"Tirunedunkulam Nedungalanathar Temple",Tamil Nadu,spiritual,4.4,900
Tamil Nadu,tirupandurai-sivanandeswarar-temple,"Tirupandurai Sivanandeswarar Temple",Tamil Nadu,spiritual,4.6,900
Tamil Nadu,tirupalli-mukkudal-tirunethranathar-temple,"Tirupalli Mukkudal Tirunethranathar Temple",Tamil Nadu,spiritual,4.5,900
Tamil Nadu,tirumanancheri-udhvaganathar-temple,"Tirumanancheri Udhvaganathar Temple",Tamil Nadu,spiritual,4.8,900
Tamil Nadu,thiruvattathurai-theerthapureeswarar-temple,"Thiruvattathurai Theerthapureeswarar Temple",Tamil Nadu,spiritual,4.4,900
Tamil Nadu,tiruvalaputhur-manickavannar-temple,"Tiruvalaputhur Manickavannar Temple",Tamil Nadu,spiritual,4.3,900
Tamil Nadu,tiruvirkudi-veerataneswarar-temple,"Tiruvirkudi Veerataneswarar Temple",Tamil Nadu,spiritual,4.1,900
Tamil Nadu,uchira-vaneswarar-temple,"Uchira Vaneswarar Temple",Tamil Nadu,spiritual,4.2,900
Tamil Nadu,arulmigu-prasanna-venkatesa-perumal-temple,"Arulmigu Prasanna Venkatesa Perumal Temple",Tamil Nadu,spiritual,4.5,900
Tamil Nadu,kuzhanthai-velappar-temple,"Kuzhanthai Velappar temple",Tamil Nadu,spiritual,4.3,900
Tamil Nadu,twin-temples-keezhaiyur,"Twin Temples, Keezhaiyur",Tamil Nadu,spiritual,4.8,900
Tamil Nadu,masilamaniswara-temple-thirumullaivoyal,"Masilamaniswara Temple, Thirumullaivoyal",Tamil Nadu,spiritual,4.2,900
Tamil Nadu,venni-karumbeswarar-temple,"Venni Karumbeswarar Temple",Tamil Nadu,spiritual,4.4,900
Tamil Nadu,piramanoor-kailasha-nathar-temple,"Piramanoor Kailasha Nathar Temple",Tamil Nadu,spiritual,4.7,900
Tamil Nadu,shri-pathirakali-mariamman-temple,"Shri Pathirakali Mariamman Temple",Tamil Nadu,spiritual,4.3,900
Tamil Nadu,chennai-om-sri-skandhashramam,"Chennai Om Sri Skandhashramam",Tamil Nadu,spiritual,4.4,900
Tamil Nadu,betrayaswamy-temple,"Betrayaswamy Temple",Tamil Nadu,spiritual,4.3,900
Tamil Nadu,ashtamsa-varadha-anjaneyar-temple,"Ashtamsa Varadha Anjaneyar Temple",Tamil Nadu,spiritual,4.5,900
Tamil Nadu,pratyangira-temple-hosur,"Pratyangira temple, Hosur",Tamil Nadu,spiritual,4.4,900
Tamil Nadu,kamakshi-amman-temple-mangadu,"Kamakshi Amman Temple, Mangadu",Tamil Nadu,spiritual,4.5,900
Tamil Nadu,kamakshi-amman-temple-saidapet,"Kamakshi Amman Temple, Saidapet",Tamil Nadu,spiritual,4.3,900
Tamil Nadu,rathnagiriswarar-temple-thirumarugal,"Rathnagiriswarar Temple,Thirumarugal",Tamil Nadu,spiritual,4.7,900
Tamil Nadu,ravishwarar-temple,"Ravishwarar Temple",Tamil Nadu,spiritual,4.3,900
Tamil Nadu,sri-navaladi-karuppannaswami-temple-mohanur,"Sri Navaladi Karuppannaswami Temple – Mohanur",Tamil Nadu,spiritual,4.7,900
Tamil Nadu,kaichinam-kaichineswarar-temple,"Kaichinam Kaichineswarar Temple",Tamil Nadu,spiritual,4.3,900
Tamil Nadu,kodi-kuzhagar-temple,"Kodi Kuzhagar Temple",Tamil Nadu,spiritual,4.5,900
Tamil Nadu,varadaraja-perumal-temple-shoolagiri,"Varadaraja Perumal Temple, Shoolagiri",Tamil Nadu,spiritual,4.3,900
Tamil Nadu,pallikonda-perumal-temple-malayadippatti,"Pallikonda Perumal Temple, Malayadippatti",Tamil Nadu,spiritual,4.3,900
Tamil Nadu,ekambaranathar-temple-tiruvekambathur,"Ekambaranathar Temple, Tiruvekambathur",Tamil Nadu,spiritual,4.7,900
Tamil Nadu,kundrathur-murugan-temple,"Kundrathur Murugan Temple",Tamil Nadu,spiritual,4.7,900
Tamil Nadu,pachaimalai-subramanya-swamy-temple,"Pachaimalai Subramanya Swamy Temple",Tamil Nadu,spiritual,4.2,900
Tamil Nadu,kanthaswamy-temple-cheyyur,"Kanthaswamy Temple, Cheyyur",Tamil Nadu,spiritual,4.3,900
Tamil Nadu,vijayaraghava-perumal-temple,"Vijayaraghava Perumal temple",Tamil Nadu,spiritual,4.4,900
Tamil Nadu,cherugudi-sukshmapureeswarar-temple,"Cherugudi Sukshmapureeswarar Temple",Tamil Nadu,spiritual,4.4,900
Tamil Nadu,tirumeeyachur-mehanadhar-temple,"Tirumeeyachur Mehanadhar Temple",Tamil Nadu,spiritual,4.7,900
Tamil Nadu,sathya-vageeswarar-temple-kalakkad,"Sathya Vageeswarar Temple, Kalakkad",Tamil Nadu,spiritual,4.7,900
Tamil Nadu,vaithya-lingam-temple,"Vaithya lingam temple",Tamil Nadu,spiritual,4.7,900
Tamil Nadu,vanniappar-temple,"Vanniappar Temple",Tamil Nadu,spiritual,4.2,900
Tamil Nadu,our-lady-of-snows,"Our Lady of Snows",Tamil Nadu,hill_station,4.2,1200
Tamil Nadu,arjuneswarar,"Arjuneswarar",Tamil Nadu,spiritual,4.3,900
Tamil Nadu,vishamangalesvarar-temple-thudaiyur,"Vishamangalesvarar Temple, Thudaiyur",Tamil Nadu,spiritual,4.3,900
Tamil Nadu,sukreeswarar-temple,"Sukreeswarar temple",Tamil Nadu,spiritual,4.5,900
Tamil Nadu,agasteeswarar-temple-kolapakkam,"Agasteeswarar Temple, Kolapakkam",Tamil Nadu,spiritual,4.7,900
Tamil Nadu,badhri-narayanan-temple,"Badhri Narayanan temple",Tamil Nadu,spiritual,4.2,900
Tamil Nadu,brahmapureeswarar-temple,"Brahmapureeswarar Temple",Tamil Nadu,spiritual,4.8,900
Tamil Nadu,ganga-jadadisvarar-temple,"Ganga Jadadisvarar Temple",Tamil Nadu,spiritual,4.5,900
Tamil Nadu,garbharakshambigai-temple,"Garbharakshambigai temple",Tamil Nadu,spiritual,4.4,900
Tamil Nadu,kalahastiswamy-temple-uthamapalayam,"Kalahastiswamy Temple, Uthamapalayam",Tamil Nadu,spiritual,4.7,900
Tamil Nadu,tirusoolanathar-temple,"Tirusoolanathar Temple",Tamil Nadu,spiritual,4.1,900
Tamil Nadu,semponarkoil-swarnapureeswarar-temple,"Semponarkoil Swarnapureeswarar Temple",Tamil Nadu,spiritual,4.1,900
Tamil Nadu,vilamal-pathanchali-manoharar-temple,"Vilamal Pathanchali Manoharar Temple",Tamil Nadu,spiritual,4.3,900
Tamil Nadu,tirunaarayur-soundaryeswarar-temple,"Tirunaarayur Soundaryeswarar Temple",Tamil Nadu,spiritual,4.6,900
Tamil Nadu,egowri-amman-temple-vallam,"Egowri Amman Temple, Vallam",Tamil Nadu,spiritual,4.6,900
Tamil Nadu,st-antony-s-church-chemmanvilai,"St. Antony's Church, Chemmanvilai",Tamil Nadu,spiritual,4.6,900
Tamil Nadu,christ-church-salem,"Christ Church, Salem",Tamil Nadu,spiritual,4.3,900
Tamil Nadu,ringeltaube-vethamonikam-memorial-church-mylaudy,"Ringeltaube Vethamonikam Memorial Church, Mylaudy",Tamil Nadu,spiritual,4.2,900
Tamil Nadu,st-mary-s-basilica,"St. Mary's Basilica",Tamil Nadu,spiritual,4.7,900
Tamil Nadu,balasubramaniyaswamy-temple,"Balasubramaniyaswamy Temple",Tamil Nadu,spiritual,4.2,900
Tamil Nadu,st-joseph-shrine-panagudi,"St. Joseph Shrine, Panagudi",Tamil Nadu,spiritual,4.5,900
Tamil Nadu,jain-temple-mettupudur,"Jain temple, Mettupudur",Tamil Nadu,spiritual,4.1,900
Tamil Nadu,poondi-arugar-temple,"Poondi Arugar Temple",Tamil Nadu,spiritual,4.3,900
Tamil Nadu,irumbai-mahaleswarar-temple,"Irumbai Mahaleswarar Temple",Tamil Nadu,spiritual,4.6,900
Tamil Nadu,kothandaramaswami-temple-nandambakkam,"Kothandaramaswami Temple, Nandambakkam",Tamil Nadu,spiritual,4.5,900
Tamil Nadu,holy-trinity-cathedral-palayamkottai,"Holy Trinity Cathedral, Palayamkottai",Tamil Nadu,spiritual,4.3,900
Tamil Nadu,koranganatha-temple,"Koranganatha Temple",Tamil Nadu,spiritual,4.3,900
Tamil Nadu,rajagopala-perumal-temple,"Rajagopala Perumal Temple",Tamil Nadu,spiritual,4.2,900
Tamil Nadu,othandeeswarar-temple,"Othandeeswarar temple",Tamil Nadu,spiritual,4.7,900
Tamil Nadu,parthasarathy-temple-parthivapuram,"Parthasarathy temple, Parthivapuram",Tamil Nadu,spiritual,4.1,900
Tamil Nadu,kodandaramaswamy-temple-ayodhyapatinam,"Kodandaramaswamy Temple, Ayodhyapatinam",Tamil Nadu,spiritual,4.2,900
Tamil Nadu,cauvery-north-wildlife-sanctuary,"Cauvery North Wildlife Sanctuary",Tamil Nadu,wildlife,4.7,2500
Tamil Nadu,kallaperambur-lake-bird-sanctuary,"Kallaperambur Lake Bird Sanctuary",Tamil Nadu,wildlife,4.4,2500
Tamil Nadu,melaselvanur-kilaselvanur-bird-sanctuary,"Melaselvanur-Kilaselvanur Bird Sanctuary",Tamil Nadu,wildlife,4.3,2500
Tamil Nadu,gangaikondan-spotted-deer-sanctuary,"Gangaikondan Spotted Deer Sanctuary",Tamil Nadu,wildlife,4.5,2500
Tamil Nadu,kazhuveli-bird-sanctuary,"Kazhuveli Bird Sanctuary",Tamil Nadu,wildlife,4.6,2500
Tamil Nadu,nanjarayan-tank-bird-sanctuary,"Nanjarayan Tank Bird Sanctuary",Tamil Nadu,wildlife,4.5,2500
Tamil Nadu,sakkarakottai-bird-sanctuary,"Sakkarakottai Bird Sanctuary",Tamil Nadu,wildlife,4.3,2500
Tamil Nadu,frog-hill-view-point,"Frog Hill View Point",Tamil Nadu,heritage,4.4,900
Tamil Nadu,droog-fort,"Droog Fort",Tamil Nadu,heritage,4.4,900
Tamil Nadu,anchettidurgam,"Anchettidurgam",Tamil Nadu,heritage,4.4,900
Tamil Nadu,tangrakottai,"Tangrakottai",Tamil Nadu,heritage,4.1,900
Tamil Nadu,sivaganga-palace,"Sivaganga Palace",Tamil Nadu,heritage,4.5,900
Tamil Nadu,vanmeekanathar-temple-tiruvetriyur,"Vanmeekanathar Temple, Tiruvetriyur",Tamil Nadu,spiritual,4.8,900
Tamil Nadu,thiruthaleeshwarar-temple,"Thiruthaleeshwarar Temple",Tamil Nadu,spiritual,4.2,900
Tamil Nadu,velveeswarar-temple,"Velveeswarar Temple",Tamil Nadu,spiritual,4.3,900
Tamil Nadu,aridwaramangalam-padaleswarar-temple,"Aridwaramangalam Padaleswarar Temple",Tamil Nadu,spiritual,4.3,900
Tamil Nadu,pereyil-jagadeeswarar-temple,"Pereyil Jagadeeswarar Temple",Tamil Nadu,spiritual,4.5,900
Tamil Nadu,omampuliyur-thuyartheertanathar-temple,"Omampuliyur Thuyartheertanathar Temple",Tamil Nadu,spiritual,4.7,900
Tamil Nadu,thiruengoimalai-maragadachaleswarar-temple,"Thiruengoimalai Maragadachaleswarar Temple",Tamil Nadu,spiritual,4.5,900
Tamil Nadu,siruvapuri-sri-balasubrahmanyam-temple,"Siruvapuri Sri Balasubrahmanyam temple",Tamil Nadu,spiritual,4.5,900
Tamil Nadu,kosavalasu-bhagavan-temple,"Kosavalasu Bhagavan Temple",Tamil Nadu,spiritual,4.5,900
Tamil Nadu,manikarnikeswarar-temple,"Manikarnikeswarar Temple",Tamil Nadu,spiritual,4.2,900
Tamil Nadu,kothandarama-temple-thillaivilagam,"Kothandarama Temple, Thillaivilagam",Tamil Nadu,spiritual,4.2,900
Tamil Nadu,natadreeswarar-temple,"Natadreeswarar Temple",Tamil Nadu,spiritual,4.2,900
Tamil Nadu,agastheesvarar-temple-kuzhaiyur,"Agastheesvarar Temple, Kuzhaiyur",Tamil Nadu,spiritual,4.2,900
Tamil Nadu,soundareswararswamy-temple-thiruppanaiyur,"Soundareswararswamy Temple, Thiruppanaiyur",Tamil Nadu,spiritual,4.2,900
Tamil Nadu,karpaganatharkulam-karpaganathar-temple,"Karpaganatharkulam Karpaganathar Temple",Tamil Nadu,spiritual,4.5,900
Tamil Nadu,kottur-kozhundeeswarar-temple,"Kottur Kozhundeeswarar Temple",Tamil Nadu,spiritual,4.2,900
Tamil Nadu,kanattampuliyur-pathanchalinathar-temple,"Kanattampuliyur Pathanchalinathar Temple",Tamil Nadu,spiritual,4.6,900
Tamil Nadu,sivankoil-raja-raja-choleshwar-mahadevar-temple,"Sivankoil (Raja Raja Choleshwar Mahadevar Temple)",Tamil Nadu,spiritual,4.2,900
Tamil Nadu,sri-perungaraiyadi-meenda-ayyanar-temple,"Sri Perungaraiyadi Meenda Ayyanar Temple",Tamil Nadu,spiritual,4.2,900
Tamil Nadu,alavaimalai-subrayar-murugan-temple,"Alavaimalai Subrayar Murugan Temple",Tamil Nadu,spiritual,4.4,900
Tamil Nadu,thandayuthapani-temples-chettikulam,"Thandayuthapani Temples, Chettikulam",Tamil Nadu,spiritual,4.2,900
Tamil Nadu,therazhundur-vedapureeswarar-temple,"Therazhundur Vedapureeswarar Temple",Tamil Nadu,spiritual,4.1,900
Tamil Nadu,pariyur-kondathu-kaliamman,"Pariyur Kondathu Kaliamman",Tamil Nadu,spiritual,4.5,900
Tamil Nadu,ambal-brahmapureeswarar-temple,"Ambal Brahmapureeswarar Temple",Tamil Nadu,spiritual,4.7,900
Tamil Nadu,karapuranathar-temple,"Karapuranathar Temple",Tamil Nadu,spiritual,4.6,900
Tamil Nadu,prasanna-venkatachalapathi-temple-thuraiyur,"Prasanna Venkatachalapathi Temple, Thuraiyur",Tamil Nadu,spiritual,4.6,900
Tamil Nadu,singamadai-ayyanar-temple-nalli,"Singamadai Ayyanar Temple, Nalli",Tamil Nadu,spiritual,4.2,900
Tamil Nadu,paridiniyamam-parithiappar-temple,"Paridiniyamam Parithiappar Temple",Tamil Nadu,spiritual,4.5,900
Tamil Nadu,tirukkollikkadu-agneeswarar-temple,"Tirukkollikkadu Agneeswarar Temple",Tamil Nadu,spiritual,4.6,900
Tamil Nadu,patcheeswarar-temple,"Patcheeswarar temple",Tamil Nadu,spiritual,4.4,900
Tamil Nadu,veeramakaliamman-temple-arantangi,"Veeramakaliamman Temple, Arantangi",Tamil Nadu,spiritual,4.5,900
Tamil Nadu,peravallur-sundararaja-perumal-temple,"Peravallur Sundararaja Perumal Temple",Tamil Nadu,spiritual,4.2,900
Tamil Nadu,virundeeswarar-temple,"Virundeeswarar Temple",Tamil Nadu,spiritual,4.2,900
Tamil Nadu,st-peter-s-church-royapuram,"St. Peter's Church, Royapuram",Tamil Nadu,spiritual,4.6,900
Tamil Nadu,wesley-church-egmore,"Wesley Church, Egmore",Tamil Nadu,spiritual,4.6,900
Tamil Nadu,brough-memorial-church,"Brough Memorial Church",Tamil Nadu,spiritual,4.5,900
Tamil Nadu,rudrakodisvarar-temple-sempankudi,"Rudrakodisvarar Temple, Sempankudi",Tamil Nadu,spiritual,4.8,900
Tamil Nadu,thinthirineesvarar-temple-tindivanam,"Thinthirineesvarar Temple, Tindivanam",Tamil Nadu,spiritual,4.4,900
Tamil Nadu,saint-paul-church-mela-ilandaikulam,"Saint Paul Church, Mela Ilandaikulam",Tamil Nadu,spiritual,4.6,900
